aa,aa,aaa 0.974
dialekt,dialekte,dialekten 0.500
dialog,dialog,dialogue 0.995
diamond,diamond,diamonds 0.961
dian,diana,diann 0.993
dian,diane,dianne 0.991
diapsid,diapsid,diapsida 0.833
diapsid,diapsid,diapsids 0.750
diapsid,diapsida,diapsids 0.833
dickerson,dickerson,dickersons 0.833
dickinson,dickinson,dickinsons 0.952
dict,dictionaries,dictionary 0.998
die,die,dies 0.971
diesel,diesel,diesels 0.943
diet,diet,dietary 0.995
diet,diet,diets 0.988
diet,dietary,diets 0.985
diethanolamin,diethanolamine,diethanolaminium 0.500
dietrich,dietrich,dietrichs 0.900
diff,differ,differences 0.999
diff,differ,different 0.999
diff,differed,differences 0.999
diff,differed,different 1.000
diff,difference,differences 0.999
diff,difference,different 0.999
diff,difference,differential 0.999
diff,difference,differently 0.999
diff,difference,differs 0.999
diff,differences,different 0.998
diff,differences,differently 0.998
diff,differences,differs 0.999
diff,different,differential 1.000
diff,different,differently 1.000
diff,different,differing 1.000
diff,different,differs 0.999
diff,differential,differentials 0.997
diff,differential,differing 0.998
diff,differently,differs 0.998
differenty,differentiate,differentiation 0.991
differenty,differentiated,differentiation 0.985
diffract,diffracting,diffraction 0.750
dig,dig,digs 0.996
digest,digest,digestive 0.993
digidestin,digidestined,digidestineds 0.500
digit,digit,digital 0.999
digit,digit,digits 0.983
digit,digital,digitized 0.999
digit,digital,digitizer 0.999
digivolv,digivolve,digivolved 0.750
dik,dike,dikes 0.857
dimend,dimension,dimensional 0.990
dimend,dimension,dimensionalism 0.993
dimend,dimension,dimensions 0.993
dimend,dimensional,dimensions 0.990
dimend,dimensionality,dimensions 0.994
dimeo,dimeo,dimeos 0.667
dimethylamin,dimethylamine,dimethylaminium 0.500
diminut,diminutive,diminutus 0.900
dimmit,dimmit,dimmitt 0.667
dimpl,dimple,dimples 0.500
din,din,dins 0.996
din,dina,diniz 0.998
din,diner,dinner 0.998
din,dining,dinner 0.999
din,dinner,dinners 0.998
ding,dingane,dinganes 0.900
dinghy,dinghies,dinghy 0.833
dinosa,dinosaur,dinosaurs 0.775
dinosp,dinospore,dinospores 0.500
dioces,diocesan,diocese 0.983
dioces,diocesan,dioceses 0.978
dioces,diocese,dioceses 0.919
dion,dion,dions 0.971
dip,dip,dipping 0.975
diplom,diplomacy,diplomatic 0.990
diplom,diplomat,diplomatic 0.994
diplom,diplomat,diplomats 0.996
direct,direct,directed 1.000
direct,direct,directing 0.999
direct,direct,direction 0.999
direct,direct,directions 1.000
direct,direct,directly 0.999
direct,direct,director 1.000
direct,direct,directors 1.000
direct,direct,directorship 1.000
direct,direct,directs 1.000
direct,directed,directing 0.999
direct,directed,direction 0.999
direct,directed,directly 1.000
direct,directed,director 0.997
direct,directed,directorial 1.000
direct,directed,directors 0.999
direct,directed,directs 1.000
direct,directing,direction 0.998
direct,directing,directive 0.998
direct,directing,directives 0.998
direct,directing,directly 1.000
direct,directing,director 0.999
direct,directing,directorial 0.997
direct,directing,directors 0.999
direct,direction,directional 1.000
direct,direction,directions 0.999
direct,direction,directly 1.000
direct,direction,director 0.999
direct,direction,directors 1.000
direct,direction,directory 1.000
direct,directive,directorate 0.997
direct,directly,director 1.000
direct,directly,directors 1.000
direct,directly,directory 1.000
direct,directly,directs 1.000
direct,director,directorate 1.000
direct,director,directorial 0.999
direct,director,directors 0.997
direct,director,directorships 1.000
direct,director,directory 1.000
direct,director,directs 1.000
direct,directorial,directors 0.999
direct,directors,directory 1.000
direito,direito,direitos 0.500
dirtnap,dirtnap,dirtnaps 0.500
dis,disabil,disability 0.996
dis,disabilities,disability 0.995
dis,disabilities,disabled 0.990
dis,disability,disable 0.997
dis,disability,disabled 0.998
dis,disable,disabling 0.989
disaffect,disaffected,disaffection 0.800
disagr,disagree,disagreement 0.992
disagr,disagreeable,disagreeableness 0.944
disambigu,disambiguating,disambiguation 0.999
disappear,disappear,disappeared 0.997
disappear,disappearance,disappearances 0.990
disappear,disappearance,disappeared 0.993
disappear,disappearance,disappearing 0.985
disappear,disappearing,disappears 0.991
disappoint,disappointing,disappointment 0.989
disarm,disarm,disarming 0.958
disast,disaster,disasters 0.982
disast,disaster,disastrous 0.990
disband,disband,disbandment 0.958
disc,disc,discs 0.989
discern,discernment,discerns 0.933
discharg,discharge,discharged 0.974
discharg,discharges,discharging 0.967
disciplin,discipline,disciplines 0.993
disclos,disclosed,disclosure 0.986
discograph,discographies,discography 0.994
disconnect,disconnect,disconnected 0.944
disconnect,disconnect,disconnection 0.889
disconnect,disconnected,disconnection 0.952
discord,discordia,discordianism 0.833
discount,discount,discounting 0.988
discov,discover,discovers 0.994
discov,discovered,discoverer 0.999
discov,discovered,discovering 0.999
discov,discovering,discovers 0.996
discovery,discoveries,discovery 0.997
discredit,discredit,discredited 0.964
discredit,discredit,discrediting 0.938
discredit,discredited,discrediting 0.950
discrep,discrepancies,discrepancy 0.950
discrimin,discriminated,discriminating 0.933
discrimin,discrimination,discriminatory 0.987
discuss,discuss,discussed 0.998
discuss,discuss,discusses 0.998
discuss,discuss,discussion 0.999
discuss,discussed,discussion 0.999
discuss,discusses,discussion 0.999
discuss,discussing,discussion 0.999
discuss,discussion,discussions 1.000
diseas,disease,diseased 0.995
diseas,disease,diseases 0.926
disgu,disguises,disguising 0.917
disinfect,disinfecting,disinfection 0.833
disk,disk,disks 0.969
dislik,dislike,dislikes 0.967
dismantl,dismantled,dismantlement 0.972
dismiss,dismiss,dismissed 0.996
dismiss,dismissal,dismissing 0.988
disney,disney,disneys 0.911
disord,disorder,disorders 0.964
dispatch,dispatch,dispatching 0.985
dispers,dispersal,dispersion 0.971
dispers,dispersal,dispersive 0.967
dispers,disperses,dispersion 0.960
dispers,disperses,dispersive 0.950
dispers,dispersion,dispersive 0.960
displac,displace,displacement 0.995
display,display,displayable 0.997
display,display,displayed 0.994
display,display,displaying 0.997
display,display,displays 0.983
display,displayable,displays 0.994
display,displayed,displays 0.993
dispos,disposal,dispose 0.992
dispos,disposal,disposed 0.993
dispos,disposal,disposing 0.991
dispos,dispose,disposed 0.985
dispos,dispose,disposing 0.976
disput,disputants,dispute 0.998
disput,dispute,disputed 0.976
disput,dispute,disputes 0.999
disput,disputed,disputes 0.998
disrupt,disrupted,disruptions 0.987
diss,dissent,dissenting 0.983
dissip,dissipated,dissipating 0.978
dissolv,dissolution,dissolved 0.996
dissolv,dissolution,dissolving 0.992
dissolv,dissolved,dissolves 0.993
dist,distance,distances 0.998
dist,distance,distancing 0.999
dist,distance,distant 0.998
distemp,distemper,distemperen 0.500
distillery,distilleries,distillery 0.833
distinct,distinct,distinction 0.999
distinct,distinct,distinctive 0.999
distinct,distinct,distinguish 0.999
distinct,distinct,distinguishing 0.999
distinct,distinction,distinguishes 0.999
distinct,distinction,distinguishing 0.999
distinct,distinctions,distinguish 0.998
distinct,distinctive,distinctively 0.998
distinct,distinguish,distinguished 0.999
distinct,distinguished,distinguishing 0.998
distribut,distribute,distributed 0.998
distribut,distribute,distributing 0.996
distribut,distribute,distributors 0.996
distribut,distributed,distribution 0.995
distribut,distributed,distributions 0.999
distribut,distributed,distributor 0.999
distribut,distributed,distributors 0.999
distribut,distribution,distributor 0.999
distribut,distribution,distributors 0.999
distribut,distributor,distributors 0.996
district,district,districting 0.999
district,district,districts 0.943
district,districting,districts 0.997
dit,ditter,ditters 0.875
ditch,ditch,ditches 0.981
dithionit,dithionite,dithionites 0.500
div,divers,diving 0.995
divers,diversification,diversified 0.990
divert,diversion,diverted 0.983
divid,divide,divided 0.999
divid,divide,divides 0.998
divid,divide,division 1.000
divid,divided,divides 0.999
divid,divided,division 0.999
divid,divided,divisions 0.999
divid,divider,dividers 0.972
divid,divides,division 1.000
divid,division,divisional 0.999
divid,division,divisionen 1.000
divid,division,divisions 0.996
dividend,dividend,dividends 0.833
divin,divina,divination 0.975
divin,divina,divine 0.997
divin,divina,divining 0.938
divin,divination,divine 0.997
divin,divination,divining 0.975
divin,divine,divinity 0.997
divin,divine,divinization 0.997
divorc,divorce,divorced 0.995
dix,dix,dixs 0.846
dobbin,dobbin,dobbins 0.800
doc,doc,docs 0.994
dock,dock,docked 0.987
dock,dock,docks 0.982
doct,doctor,doctorate 0.999
doct,doctor,doctors 0.997
doct,doctoral,doctorate 0.998
doct,doctoring,doctors 0.998
doctrin,doctrine,doctrines 0.978
docu,docu,documentation 0.993
docu,document,documentation 1.000
docu,document,documented 0.998
docu,document,documents 0.993
docu,documentaries,documentary 0.993
docu,documentary,documenting 0.998
docu,documentary,documents 0.998
docu,documentation,documents 1.000
docu,documented,documents 0.999
dog,dog,dogs 0.991
dog,doge,doges 0.976
dogfight,dogfight,dogfighting 0.500
dol,dole,doles 0.992
dol,doll,dolls 0.997
dolenj,dolenja,dolenji 0.500
doll,dollar,dollars 0.967
dolomit,dolomite,dolomitised 0.833
dolph,dolph,dolphs 0.875
dolphin,dolphin,dolphins 0.926
dom,dome,domes 0.998
dom,domed,domes 0.991
domain,domain,domains 0.975
domest,domesticated,domestication 0.944
domin,dominance,dominant 0.999
domin,dominant,domini 0.999
domin,dominated,dominion 0.999
domin,dominates,dominating 0.996
domin,domini,dominus 0.997
domin,dominican,dominion 0.999
domin,dominion,dominions 0.995
domin,dominion,dominique 0.999
dominicain,dominicain,dominicains 0.500
dominik,dominik,dominiks 0.800
don,don,donate 1.000
don,don,done 1.000
don,don,donn 1.000
don,don,dons 0.999
don,donate,donation 1.000
don,donate,donations 1.000
don,donate,done 1.000
don,donate,donnan 1.000
don,donate,donor 1.000
don,donate,donore 1.000
don,donated,donation 0.999
don,donated,donations 0.999
don,donated,donor 0.999
don,donated,donors 0.999
don,donating,donors 0.995
don,donation,donatione 0.998
don,donation,donations 0.997
don,donation,donors 0.999
don,donations,donor 0.999
donald,donald,donalds 0.994
dongbuyeo,dongbuyeo,dongbuyeos 0.500
donj,donja,donji 0.750
donkey,donkey,donkeys 0.889
donnel,donnell,donnelly 0.967
donov,donovan,donovans 0.923
doodlebug,doodlebug,doodlebugs 0.500
door,door,doors 0.970
dorm,dormice,dormouse 0.917
dorothy,dorothy,dorothys 0.938
dors,dorsal,dorsalis 0.981
dors,dorsal,dorsally 0.979
dory,dories,dory 0.750
doubl,double,doubled 0.999
doubl,double,doubles 0.998
doubl,double,doubling 0.999
doubl,double,doubly 0.999
doubl,doubled,doubles 0.997
doubl,doubled,doubling 0.990
doubl,doubles,doubling 0.997
doublehead,doubleheader,doubleheaders 0.500
doug,doug,dougs 0.997
doug,dougal,dougals 0.933
dov,dove,doves 0.972
down,down,downed 1.000
down,down,downing 1.000
down,downing,downings 0.986
download,download,downloaded 0.998
download,download,downloading 0.995
download,download,downloads 0.986
download,downloading,downloads 0.972
downy,downie,downies 0.500
dows,dowse,dowsers 0.750
dows,dowse,dowsing 0.875
dows,dowsers,dowsing 0.875
dracon,dracone,dracones 0.833
draft,draft,drafted 0.976
draft,draft,drafts 0.997
drag,drag,dragging 0.995
dragon,dragon,dragons 0.963
dragonf,dragonflies,dragonfly 0.846
drain,drain,drainage 0.987
drain,drain,drains 0.974
drain,drainage,drains 0.989
drak,drake,drakes 0.984
dram,drama,dramatic 0.998
dram,drama,dramatists 0.999
dram,dramatic,dramatists 0.998
dram,drammen,drammens 0.950
draw,draw,drawing 0.999
draw,draw,draws 0.998
draw,drawing,drawings 0.996
dream,dream,dreamers 0.999
dream,dream,dreaming 0.999
dream,dream,dreams 0.996
dream,dreamer,dreamers 0.988
dream,dreamer,dreamings 0.982
dream,dreamers,dreaming 0.993
dream,dreamers,dreamings 0.976
dream,dreamers,dreams 0.998
dream,dreaming,dreamings 0.991
dream,dreaming,dreams 0.996
dress,dress,dressage 0.996
dress,dress,dressed 0.993
dress,dressed,dressing 0.996
drew,drew,drews 0.995
dril,drill,drilling 0.993
dril,drilled,drilling 0.983
drink,drink,drinkable 0.996
drink,drink,drinkers 0.996
drink,drink,drinking 0.990
drink,drink,drinks 0.984
drink,drinkers,drinking 0.995
drink,drinking,drinks 0.997
driv,drive,driven 0.996
driv,drive,driver 0.996
driv,drive,drivers 0.999
driv,drive,drives 0.995
driv,drive,driving 0.995
driv,driven,driver 0.997
driv,driven,driving 0.998
driv,driver,drivers 0.989
driv,driver,drives 0.994
driv,driver,driving 0.988
driv,drivers,driving 0.994
driv,drives,driving 0.998
drivetrain,drivetrain,drivetrains 0.667
droit,droite,droites 0.750
dron,drone,drones 0.981
drop,drop,dropped 0.995
drop,drop,dropping 0.998
drop,drop,drops 0.993
drop,drop,dropship 0.997
drop,dropped,dropping 0.998
drop,dropping,drops 0.996
drottningholm,drottningholm,drottningholms 0.500
drug,drug,drugging 0.998
drug,drug,drugs 0.980
drug,drugged,drugging 0.967
drug,drugging,drugs 0.996
drum,drum,drummer 0.994
drum,drum,drummers 0.997
drum,drum,drumming 0.993
drum,drum,drums 0.991
drum,drummer,drummers 0.990
drum,drummer,drums 0.991
drum,drummers,drumming 0.978
drum,drummers,drums 0.998
drum,drumming,drums 0.993
drummond,drummond,drummonds 0.929
drunk,drunk,drunken 0.985
drunk,drunk,drunks 0.989
drunk,drunken,drunks 0.983
dry,dry,dryer 0.998
dry,dry,dryers 0.998
dry,dry,drying 0.998
dry,dryer,dryers 0.958
dry,dryer,drying 0.979
drysd,drysdale,drysdales 0.750
dual,dual,dualistic 0.997
dub,dub,dubbing 0.995
dub,dub,dubs 0.994
dub,dubbed,dubbing 0.994
dub,dubbing,dubs 0.989
dubinsky,dubinsky,dubinskys 0.667
duc,duc,ducal 0.994
duc,duc,ducs 0.992
duc,duce,duces 0.972
duc,duct,ducts 0.976
duck,duck,ducks 0.980
duct,ductules,ductus 0.750
duel,duel,duelist 0.994
duel,duel,duelists 0.993
duel,duel,duels 0.994
duel,dueling,duelist 0.984
duel,dueling,duelists 0.978
duel,dueling,duels 0.984
duel,duelist,duelists 0.981
duel,duelist,duels 0.986
duel,duelists,duelling 0.963
duel,duelists,duellists 0.972
duel,duelling,duellists 0.963
duet,duet,duets 0.991
duffy,duffy,duffys 0.923
duk,duke,dukes 0.990
dulc,dulce,dulces 0.929
dum,dume,dumium 0.900
dumak,dumak,dumaks 0.500
dumbo,dumbo,dumbos 0.667
dummy,dummies,dummy 0.909
dummy,dummies,dummys 0.938
dummy,dummy,dummys 0.929
dump,dumped,dumps 0.976
dun,dune,dunes 0.995
dun,dunn,dunns 0.997
dunahy,dunahy,dunahys 0.500
dund,dundee,dundees 0.977
dunedin,dunedin,dunedins 0.875
dunsany,dunsany,dunsanys 0.667
duply,duplicate,duplicates 0.950
duply,duplicated,duplication 0.958
dupont,dupont,duponts 0.917
dur,duran,during 1.000
dur,duration,during 1.000
durb,durbe,durben 0.750
durd,durden,durdens 0.750
durwood,durwood,durwoods 0.500
dusapin,dusapin,dusapins 0.500
duty,duties,duty 0.962
dwarf,dwarf,dwarfs 0.991
dwel,dwelling,dwellings 0.988
dye,dye,dyes 0.976
dyl,dylan,dylans 0.984
dynam,dynamic,dynamically 0.995
dynasty,dynasties,dynasty 0.963
eac,eac,eacs 0.800
each,each,eachs 0.998
eagl,eagle,eagles 0.997
eamon,eamon,eamonn 0.889
ear,ear,early 1.000
ear,ear,ears 0.995
ear,eared,early 1.000
ear,earlier,early 0.997
ear,earlier,earth 0.998
ear,early,ears 1.000
ear,early,earth 0.999
earl,earl,earls 0.970
earlywin,earlywine,earlywines 0.500
earn,earn,earned 0.999
earn,earned,earning 0.996
earn,earner,earning 0.996
earn,earning,earnings 0.997
earnestin,earnestine,earnestines 0.500
earthquak,earthquake,earthquakes 0.971
earthwatch,earthwatch,earthwatchs 0.500
east,east,easter 0.998
east,east,easterly 1.000
east,east,easts 1.000
easy,easier,easily 0.995
easy,easier,easy 0.989
easy,easily,easy 0.995
eat,eat,eaten 0.998
eat,eat,eating 0.998
eat,eaten,eating 0.997
eat,eater,eaters 0.989
eat,eaters,eating 0.997
eat,eating,eats 0.994
ebionit,ebionite,ebionites 0.667
echinoderm,echinoderm,echinoderms 0.750
eclips,eclipse,eclipses 0.981
ecolog,ecological,ecologists 0.980
